,feature,group,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out,gene
3304,MA0132.2,13,-0.157755308432126,-0.143542920551049,216077,0.463286878216124,0.347191503287417,0.479852012185447,100,100,PDX1
3305,MA0713.1,13,-0.205868894190623,-0.174969578814175,207389,0.444659090909091,0.156472704817259,0.260633785414416,100,100,PHOX2A
3306,MA0714.1,13,-0.298178914593,-0.267787259677326,197875,0.424260291595197,0.0524565730005389,0.11217909023426,100,100,PITX3
3307,MA0715.1,13,-0.469293996323454,-0.428512723557574,167538,0.359215265866209,0.000312255912051062,0.00181337607640663,100,100,PROP1
3308,MA0716.1,13,0.0662371019577548,0.0757993695283269,248229,0.532223413379074,0.409322156396099,0.536440838506689,100,100,PRRX1
3309,MA0717.1,13,0.0662371019577548,0.0757993695283269,248229,0.532223413379074,0.409322156396099,0.536440838506689,100,100,RAX2
3310,MA0718.1,13,0.0250136519723373,0.051696111119915,250834,0.537808747855918,0.332991701533621,0.466187955623191,100,100,RAX
3311,MA0719.1,13,-0.185849553014399,-0.174043868264661,215863,0.462828044596913,0.341198563898797,0.474910938579944,100,100,RHOXF1
3312,MA0721.1,13,0.0289688597740318,0.0478611876894137,243157,0.521348627787307,0.584635216643221,0.706248267433509,100,100,UNCX
3313,MA0722.1,13,-0.193877200340796,-0.171689583565782,209335,0.448831475128645,0.190129314758798,0.307020041434488,100,100,VAX1
3314,MA0723.1,13,-0.13616597373805,-0.0999367365420381,217155,0.46559819897084,0.378389814733905,0.509618622822472,100,100,VAX2
3315,MA0724.1,13,-0.269503341500988,-0.237928042813708,193167,0.414165951972556,0.0279602255259606,0.0683352230036025,100,100,VENTX
3316,MA0725.1,13,-0.165097342173823,-0.125240156433316,217551,0.466447255574614,0.390271003445787,0.518994842817611,100,100,VSX1
3317,MA0726.1,13,-0.165097342173823,-0.125240156433316,217551,0.466447255574614,0.390271003445787,0.518994842817611,100,100,VSX2
3318,MA0112.3,13,-0.338712265084536,-0.264655044547479,199721,0.428218267581475,0.0660595159971051,0.132748170241802,100,100,ESR1
3319,MA0141.3,13,-0.0906156265184667,-0.0108349844027955,232897,0.499350343053173,0.986749580573564,0.994694162584701,100,100,ESRRB
3320,MA0017.2,13,-0.295437946847723,-0.199702793521436,215538,0.462131217838765,0.332224618403466,0.466187955623191,100,100,NR2F1
3321,MA0113.3,13,-0.149012331580955,-0.106697692373583,218541,0.468569897084048,0.42095038254514,0.549405344641389,100,100,NR3C1
3322,MA0727.1,13,-0.0422774917796829,0.00275795952888858,235649,0.505250857632933,0.893065482996912,0.935395381458602,100,100,NR3C2
3323,MA0729.1,13,-0.336278824077947,-0.263692138147624,200198,0.429240994854202,0.0700122213697098,0.139803583996928,100,100,RARA
3324,MA0730.1,13,0.0421234915184509,0.105586821453644,245575,0.526533018867924,0.496898059006206,0.621613579744918,100,100,RARA(var.2)
3325,MA0731.1,13,-0.227266765399442,-0.180563909061959,214718,0.460373070325901,0.310267007812578,0.44942566577886,100,100,BCL6B
3326,MA0472.2,13,-0.898228119894386,-0.859582029738546,131453,0.281846054888508,2.32312862076471e-08,5.88216166777626e-07,100,100,EGR2
3327,MA0732.1,13,-0.572338224437971,-0.547845603983132,156469.5,0.335483490566038,2.5245739336963e-05,0.000210270434214442,100,100,EGR3
3328,MA0733.1,13,-0.590468500337265,-0.553475837269619,152483,0.326936106346484,9.35987842486406e-06,8.71294565138081e-05,100,100,EGR4
3329,MA0735.1,13,-0.173279542067436,-0.136390840788198,216233,0.463621355060034,0.351602136201392,0.482604149659085,100,100,GLIS1
3330,MA0736.1,13,-0.370928495427233,-0.319304875362457,202773,0.434762006861063,0.0948283369287093,0.17918309634589,100,100,GLIS2
3331,MA0737.1,13,-0.0740707467242614,-0.0345474679741884,233704,0.501080617495712,0.977946964399302,0.992283041803573,100,100,GLIS3
3332,MA0738.1,13,-0.120578116462486,-0.0405162326393125,227606,0.488006003430532,0.758773729711615,0.845605230470866,100,100,HIC2
3333,MA0740.1,13,-0.48643048796857,-0.488359423123199,168591,0.361472984562607,0.000389492191576511,0.00216270664270116,100,100,KLF14
3334,MA0741.1,13,-0.461019720878925,-0.446167316817274,153325,0.328741423670669,1.1586369378566e-05,0.000104773883094747,100,100,KLF16
3335,MA0747.1,13,-0.597835297619482,-0.589208871708886,134069,0.287454974271012,5.25638178909585e-08,1.14734126637851e-06,100,100,SP8
3336,MA0749.1,13,-0.440314289083607,-0.441599788214679,173628,0.372272727272727,0.00107333158886038,0.00481857372871363,100,100,ZBED1
3337,MA0751.1,13,-0.246985602360645,-0.206169451958845,204261,0.437952401372213,0.112113043774154,0.206301036944883,100,100,ZIC4
3338,MA0088.2,13,0.190171014334732,0.245180019885389,254986,0.546710977701544,0.231674527235778,0.359436215049626,100,100,ZNF143
3339,MA0752.1,13,0.176711808753825,0.195731317789808,259687,0.556790308747856,0.14590517438048,0.248980169441814,100,100,ZNF410
3340,MA0754.1,13,0.0268758067429681,0.0271114192797594,239044,0.512530017152659,0.748349174250577,0.835458601941121,100,100,CUX1
3341,MA0755.1,13,0.0113512952119978,0.0141309561148873,228583,0.49010077186964,0.799918377864272,0.876035178526097,100,100,CUX2
3342,MA0756.1,13,-0.365654638384563,-0.339996359380716,184905,0.39645154373928,0.00801493242454058,0.0265625770928492,100,100,ONECUT2
3343,MA0757.1,13,-0.358563240845009,-0.340768131427182,186542,0.39996140651801,0.0104201328090473,0.0326531884560741,100,100,ONECUT3
3344,MA0758.1,13,-0.643107573925334,-0.606576775341389,147959,0.31723627787307,2.87111973243951e-06,2.88479173116541e-05,100,100,E2F7
3345,MA0759.1,13,-0.562517464905963,-0.561486057001282,173746,0.372525728987993,0.00109817876736936,0.00489540253341413,100,100,ELK3
3346,MA0760.1,13,0.0453014054957305,0.0261454833477896,238525,0.511417238421955,0.770039678438275,0.853651692559418,100,100,ERF
3347,MA0474.2,13,-0.000955533030546694,-0.013743895569201,231027,0.495340909090909,0.905058683951612,0.942273267995675,100,100,ERG
3348,MA0098.3,13,-0.0294022899725093,-0.0457941087013655,228772,0.490506003430532,0.807946246441116,0.880258130804176,100,100,ETS1
3349,MA0762.1,13,0.153600765659621,0.122899129481113,245187,0.525701114922813,0.510488823303874,0.632366781118107,100,100,ETV2
3350,MA0763.1,13,-0.466186856397934,-0.463702793622206,178563,0.382853773584906,0.00270311843690028,0.0104333778692553,100,100,ETV3
3351,MA0156.2,13,-0.29372149357469,-0.306328733052957,199439,0.427613636363636,0.0638104642274547,0.128637018649614,100,100,FEV
3352,MA0767.1,13,-0.235478720215929,-0.207978731619615,197098,0.422594339622642,0.0474763058587278,0.102568264875682,100,100,GCM2
3353,MA0768.1,13,-0.727514359724347,-0.755973566134881,144392,0.30958833619211,1.08442907766929e-06,1.17811449079411e-05,100,100,LEF1
3354,MA0770.1,13,-0.206910606191925,-0.161243666880785,216017,0.463158233276158,0.345504521525777,0.479109919110476,100,100,HSF2
3355,MA0771.1,13,-0.352390421251829,-0.319350170423388,195624,0.419433962264151,0.0391172818016767,0.0874955455139976,100,100,HSF4
3356,MA0772.1,13,-1.34938108343444,-1.20844932776841,128670,0.275879073756432,9.53353679031944e-09,2.74305854012373e-07,100,100,IRF7
3357,MA0773.1,13,-0.737088005944705,-0.636042980844038,164065,0.351768867924528,0.000147294401110144,0.000932373559027211,100,100,MEF2D
3358,MA0498.2,13,-0.0793104532729498,-0.0789258066521137,228197,0.489273156089194,0.783589209245853,0.862629512091522,100,100,MEIS1
3359,MA0774.1,13,0.30181054910669,0.328573505632655,277122,0.594172384219554,0.0158933312906826,0.0455225280859824,100,100,MEIS2
3360,MA0775.1,13,0.199668445218409,0.241230053206246,263898.5,0.565820111492281,0.0919179774504108,0.1742038315153,100,100,MEIS3
3361,MA0776.1,13,-0.464170618467818,-0.436725722042549,181698,0.389575471698113,0.00469116670020647,0.0169686201213183,100,100,MYBL1
3362,MA0777.1,13,-0.237631541922638,-0.229931042581559,198349,0.425276586620926,0.0557039700832712,0.116756996896393,100,100,MYBL2
3363,MA0105.4,13,-0.760088148546859,-0.581530351327936,192276,0.412255574614065,0.0246552915099645,0.0619317441500299,100,100,NFKB1
3364,MA0778.1,13,-0.887609155689174,-0.684239905682572,189396,0.406080617495712,0.0161778870331309,0.0461288400539273,100,100,NFKB2
3365,MA0779.1,13,-0.448078716705123,-0.378803575707919,191281,0.410122212692967,0.0213696981428751,0.0573178767984744,100,100,PAX1
3366,MA0780.1,13,-0.243808330140574,-0.23166412600255,201368,0.431749571183533,0.0805338610997982,0.156855181772838,100,100,PAX3
3367,MA0781.1,13,-0.454739031811086,-0.383344756118197,193320,0.414493996569468,0.0285645802111422,0.0694281257202389,100,100,PAX9
3368,MA0783.1,13,0.483516439061622,0.546937419803513,296317,0.635328044596913,0.000529856926418765,0.00270483414857321,100,100,PKNOX2
3369,MA0784.1,13,-0.603010720307743,-0.508384800256769,171098,0.36684819897084,0.000650904244264911,0.00316940297399761,100,100,POU1F1
3370,MA0785.1,13,-0.518161946469374,-0.418086384555302,195845,0.419907804459691,0.040284694212864,0.0894744260938348,100,100,POU2F1
3371,MA0786.1,13,-0.461761757382083,-0.367311877949522,195409,0.418972984562607,0.0380092616899892,0.0862360668450292,100,100,POU3F1
3372,MA0787.1,13,-0.463330512868555,-0.368137982846852,196061,0.420370926243568,0.0414541126934088,0.0911126851907214,100,100,POU3F2
3373,MA0788.1,13,-0.532871970995798,-0.45501394981609,180255,0.386481560891938,0.00365225890300059,0.0138435921293376,100,100,POU3F3
3374,MA0789.1,13,-0.489813107411516,-0.396179393482644,189471,0.406241423670669,0.0163610674930156,0.046441953915152,100,100,POU3F4
3375,MA0790.1,13,-0.17727401629445,-0.140880106620009,207230,0.444318181818182,0.153936388195916,0.259153547148975,100,100,POU4F1
3376,MA0791.1,13,-0.348313332358935,-0.311810703221283,181218,0.388546312178388,0.00431912996526358,0.0158554878873386,100,100,POU4F3
3377,MA0792.1,13,-0.464469574791829,-0.352016230601659,201539,0.432116209262436,0.0821740475090025,0.158103866483886,100,100,POU5F1B
3378,MA0793.1,13,-0.213715614832992,-0.17766896207771,215442,0.46192538593482,0.329603293721877,0.46467457667249,100,100,POU6F2
3379,MA0794.1,13,-0.519791157403329,-0.490913693091008,169279,0.362948113207547,0.000449235729133115,0.00236971847117718,100,100,PROX1
3380,MA0600.2,13,-0.159313913297193,-0.145560653861396,222995,0.478119639794168,0.575314193363242,0.699217658079677,100,100,RFX2
3381,MA0795.1,13,-0.129475940193148,-0.0972373572666046,220032,0.471766723842196,0.469731862101788,0.595872281984834,100,100,SMAD3
3382,MA0796.1,13,0.330633774484961,0.367961465736342,280607,0.601644511149228,0.00924961966569757,0.0297208591288658,100,100,TGIF1
3383,MA0797.1,13,0.314469619192245,0.361474880247836,281331,0.603196826758148,0.00823119536564844,0.0271372222211222,100,100,TGIF2
3384,MA0799.1,13,-0.0740410172528473,-0.0680115302729116,225870,0.484283876500858,0.687389311352684,0.791122607429544,100,100,RFX4
3385,MA0510.2,13,-0.437384261617891,-0.417686862177593,188714,0.404618353344768,0.0145931914149225,0.0422445162777279,100,100,RFX5
3386,MA0511.2,13,0.174529185370062,0.181943920229402,259672,0.556758147512864,0.146133580287242,0.248980169441814,100,100,RUNX2
3387,MA0800.1,13,1.33715045921595,1.43205098134384,362787,0.777845197255575,1.12325600451213e-12,1.01574435836597e-10,100,100,EOMES
3388,MA0801.1,13,0.614888037931738,0.711578430176618,305878,0.655827615780446,6.60445519411895e-05,0.000475070470213329,100,100,MGA
3389,MA0802.1,13,1.05303231775518,1.14632841295062,344174,0.737937392795883,1.11083941022274e-09,3.34838736509997e-08,100,100,TBR1
3390,MA0803.1,13,0.58943796647178,0.685673347675291,305096,0.654150943396226,7.90803292509007e-05,0.000562447735009215,100,100,TBX15
3391,MA0804.1,13,0.414541172360008,0.453734136737235,285533,0.612206260720412,0.00406423823085412,0.0153134690483968,100,100,TBX19
3392,MA0805.1,13,0.789867624613904,0.896741356880764,317182,0.680064322469983,4.01296661170291e-06,3.96907478938741e-05,100,100,TBX1
3393,MA0806.1,13,0.620669264709468,0.707710694781875,307617,0.659556174957118,4.39674354267797e-05,0.000327582969589542,100,100,TBX4
3394,MA0807.1,13,0.620669264709468,0.707710694781875,307617,0.659556174957118,4.39674354267797e-05,0.000327582969589542,100,100,TBX5
3395,MA0808.1,13,-0.219667021358793,-0.189909240278463,214081,0.459007289879931,0.293886336226443,0.431624247868535,100,100,TEAD3
3396,MA0810.1,13,-0.371931803816844,-0.29919849053363,193501,0.414882075471698,0.0292940333843774,0.0705061716057449,100,100,TFAP2A(var.2)
3397,MA0811.1,13,-0.334512273678592,-0.26733519939023,200189,0.429221698113208,0.069935884254746,0.139803583996928,100,100,TFAP2B
3398,MA0812.1,13,0.00193348074298479,0.0608939111744676,236914,0.507963121783876,0.83844986003434,0.899557222714808,100,100,TFAP2B(var.2)
3399,MA0813.1,13,-0.288189422177878,-0.216655503473747,203238,0.435759005145798,0.0999840288020281,0.187803828580664,100,100,TFAP2B(var.3)
3400,MA0524.2,13,-0.393938418534326,-0.329740471577238,191809,0.411254288164666,0.0230623487510902,0.0594115937431372,100,100,TFAP2C
3401,MA0815.1,13,-0.228069982783733,-0.153022338623544,214655,0.460237993138937,0.308620588233248,0.448066129246894,100,100,TFAP2C(var.3)
3402,MA0464.2,13,-0.318743043239245,-0.290432221890841,195796,0.419802744425386,0.0400233380184749,0.0892069470623049,100,100,BHLHE40
3403,MA0817.1,13,-0.28696594631285,-0.259705797531205,195348,0.418842195540309,0.0376997966303294,0.0859683285106629,100,100,BHLHE23
3404,MA0818.1,13,-0.116937129797118,-0.0952268991653248,218900,0.469339622641509,0.432416111018284,0.562052152514525,100,100,BHLHE22
3405,MA0819.1,13,-0.217293043008163,-0.189990390145615,214779,0.460503859348199,0.311866675644222,0.450101524881611,100,100,CLOCK
3406,MA0820.1,13,-0.0203948881949367,0.0593538232979988,239210,0.512885934819897,0.74145246366489,0.830689220353762,100,100,FIGLA
3407,MA0821.1,13,-0.635004425498076,-0.590649521453034,163048,0.34958833619211,0.000117433918756283,0.000774329901799242,100,100,HES5
3408,MA0822.1,13,-0.746856109785184,-0.698364961935214,158785,0.340448113207547,4.39882344630507e-05,0.000327582969589542,100,100,HES7
3409,MA0823.1,13,-0.30725803316204,-0.255987057565322,202011,0.433128216123499,0.0868422824727213,0.165575797606122,100,100,HEY1
3410,MA0058.3,13,-0.306737640001044,-0.239702551352916,205207,0.439980703259005,0.124334939542751,0.222327730877292,100,100,MAX
3411,MA0825.1,13,-0.253237137748618,-0.198391179910697,206483,0.442716552315609,0.142437077342106,0.245984218183443,100,100,MNT
3412,MA0826.1,13,-0.22133635708296,-0.200771394563194,203834,0.437036878216124,0.10691629983009,0.199052993507198,100,100,OLIG1
3413,MA0827.1,13,-0.305923700486184,-0.273832512161225,199377,0.427480703259005,0.0633245684182376,0.128065341241995,100,100,OLIG3
3414,MA0828.1,13,-0.233905861083561,-0.194688689679658,206296,0.442315608919382,0.139664299704849,0.242212333460738,100,100,SREBF2(var.2)
3415,MA0834.1,13,-0.442915351915651,-0.434580529331997,191817,0.411271440823328,0.0230888658148685,0.0594115937431372,100,100,ATF7
3416,MA0466.2,13,0.489765878874707,0.536227102118447,304883,0.653694253859348,8.30318865632256e-05,0.00057365100007614,100,100,CEBPB
3417,MA0837.1,13,0.471263358571386,0.514411700599099,302527,0.648642795883362,0.000141159174890399,0.000902563209147701,100,100,CEBPE
3418,MA0838.1,13,0.424963102450115,0.469981960555317,295715,0.63403730703259,0.000598839801600089,0.00300845709851473,100,100,CEBPG
3419,MA0839.1,13,-0.11019349265914,-0.0785359131739132,220992,0.473825042881647,0.502723951279851,0.624620813406939,100,100,CREB3L1
3420,MA0841.1,13,0.952983426878937,1.1160373723892,311266,0.667379931389365,1.81990660725684e-05,0.000157808340053915,100,100,NFE2
3421,MA0843.1,13,0.298567650774495,0.30235817850618,271185,0.581442967409948,0.0370324869535889,0.0854026408524439,100,100,TEF
3422,MA0844.1,13,-0.105073276854883,-0.0600170062659242,228708,0.490368782161235,0.805225503865502,0.878806455080798,100,100,XBP1
3423,MA0845.1,13,-0.256138738876965,-0.237182250966223,193363,0.414586192109777,0.0287364438210152,0.0694281257202389,100,100,FOXB1
3424,MA0032.2,13,-0.32016362389253,-0.297713926195866,188059,0.40321397941681,0.0132017197849396,0.0391221171511503,100,100,FOXC1
3425,MA0846.1,13,-0.238627168465586,-0.223201552608725,194431,0.416876072041166,0.0332999153964011,0.0780698016515626,100,100,FOXC2
3426,MA0848.1,13,0.447601004186817,0.442077638558083,289689,0.621117066895369,0.00192671062786671,0.00784849607191266,100,100,FOXO4
3427,MA0849.1,13,0.447601004186817,0.442077638558083,289689,0.621117066895369,0.00192671062786671,0.00784849607191266,100,100,FOXO6
3428,MA0850.1,13,0.447601004186817,0.442077638558083,289689,0.621117066895369,0.00192671062786671,0.00784849607191266,100,100,FOXP3
3429,MA0855.1,13,-0.379660639566905,-0.338443862784678,189955,0.407279159519726,0.0175876129364635,0.0495125620488189,100,100,RXRB
3430,MA0856.1,13,-0.341060124575926,-0.297198565580233,195565,0.419307461406518,0.0388105228907501,0.0871172375526412,100,100,RXRG
3431,MA0525.2,13,-0.356901050033849,-0.333250814548555,190001,0.407377787307033,0.0177082764314931,0.0495125620488189,100,100,TP63
3432,MA0106.3,13,-0.276561018013298,-0.238247887034465,206283,0.442287735849057,0.139473095034735,0.242212333460738,100,100,TP53
3433,MA0861.1,13,-0.487095678630707,-0.445836850903527,192024,0.411715265866209,0.0237842612517691,0.0607074087595559,100,100,TP73
3434,MA0862.1,13,-0.320594841022501,-0.32019386228696,199096,0.426878216123499,0.0611605423439734,0.124484319304615,100,100,GMEB2
3435,MA0863.1,13,-0.160914358865778,-0.121997361422996,221317,0.474521869639794,0.514164459307139,0.63443684744916,100,100,MTF1
3436,MA0024.3,13,-0.305255077523475,-0.291426903868249,194500,0.417024013722127,0.0336149684267525,0.0785176199783554,100,100,E2F1
3437,MA0865.1,13,-0.276012992203391,-0.236017408330005,203923,0.437227701543739,0.107983413506771,0.200450148826352,100,100,E2F8
3438,MA0866.1,13,-0.401793940995505,-0.394261577798381,172210,0.369232418524871,0.000812753362893979,0.00381091021268066,100,100,SOX21
3439,MA0872.1,13,-0.306742356718072,-0.238873321029938,201307,0.431618782161235,0.0799552394062243,0.156375219580716,100,100,TFAP2A(var.3)
3440,MA0028.2,13,-0.507849260040442,-0.504534936912273,178166,0.382002572898799,0.00251591054862802,0.00977037654773948,100,100,ELK1
3441,MA0873.1,13,-0.34491100073168,-0.313482907615608,187701,0.402446397941681,0.0124918904572872,0.0383852750459359,100,100,HOXD12
3442,MA0875.1,13,0.0993002725385774,0.122401204481147,254919,0.546567324185249,0.233113039353208,0.360783750392618,100,100,BARX1
3443,MA0876.1,13,0.131201091394979,0.137386171998673,251347,0.538908662092624,0.319119010419624,0.453937828304769,100,100,BSX
3444,MA0882.1,13,-0.119038471823072,-0.0997755171076952,221640,0.475214408233276,0.525667278671223,0.646111431842493,100,100,DLX6
3445,MA0884.1,13,-0.0593438322253826,-0.0165215655651115,228657,0.490259433962264,0.803059097604462,0.877955801007987,100,100,DUXA
3446,MA0886.1,13,-0.00684421800446627,0.0112935485273079,228542,0.490012864493997,0.798179637831091,0.875645945835495,100,100,EMX2
3447,MA0887.1,13,-0.132262491008618,-0.106120558287982,219959,0.471610205831904,0.467272999163411,0.59394339050289,100,100,EVX1
3448,MA0888.1,13,0.0115453361355118,0.0433478123597194,232723,0.498977272727273,0.97912927282534,0.992283041803573,100,100,EVX2
3449,MA0889.1,13,0.0602184846976861,0.0823173361233344,244526,0.524283876500858,0.534082033937365,0.655182030004558,100,100,GBX1
3450,MA0890.1,13,-0.0729732829086248,-0.056999945132421,226952,0.486603773584906,0.731600662279859,0.826970034327054,100,100,GBX2
3451,MA0891.1,13,-0.320467553629833,-0.292250587242615,191402,0.410381646655232,0.0217477352658951,0.0580857233051123,100,100,GSC2
3452,MA0892.1,13,-0.105519340569361,-0.0584521364188393,234277,0.502309176672384,0.952871298627378,0.977522185509434,100,100,GSX1
3453,MA0894.1,13,0.0694041198269983,0.0878849088225362,250531,0.537159090909091,0.341365682549565,0.474910938579944,100,100,HESX1
3454,MA0895.1,13,-0.460510832896961,-0.428646670495962,169822,0.364112349914237,0.000502314139948432,0.00258508008607608,100,100,HMBOX1
3455,MA0899.1,13,-0.11020310193971,-0.0858184721073029,216031,0.463188250428816,0.345897682517358,0.479109919110476,100,100,HOXA10
3456,MA0903.1,13,-0.093510184740494,-0.0611439255866512,229595,0.492270583190395,0.843129227972911,0.901521623829144,100,100,HOXB3
3457,MA0905.1,13,-0.395720502637531,-0.364481460610639,182182,0.39061320754717,0.00509544843065979,0.018222705404563,100,100,HOXC10
3458,MA0906.1,13,-0.350282221800629,-0.334451092132635,191811,0.411258576329331,0.0230689755366067,0.0594115937431372,100,100,HOXC12
3459,MA0907.1,13,-0.278480282672606,-0.245850417725999,198307,0.42518653516295,0.0554096201634263,0.116525878948335,100,100,HOXC13
3460,MA0908.1,13,-0.196007093157025,-0.16875910474912,213858,0.458529159519726,0.288291431351338,0.426338083957633,100,100,HOXD11
3461,MA0914.1,13,-0.6248861996287,-0.585033482915462,163116,0.349734133790738,0.000119237414000745,0.000778116320231663,100,100,ISL2
3462,MA0852.2,13,0.313741051361594,0.313457245991669,279897,0.600122212692967,0.0103560768025435,0.0326139135124877,100,100,FOXK1
3463,MA0036.3,13,-0.0248393749417354,-0.00280455841226972,233666,0.500999142367067,0.979610967327839,0.992283041803573,100,100,GATA2
3464,MA1106.1,13,-0.13965974647887,-0.110269101728595,217092,0.465463121783876,0.376520372119189,0.508182080067051,100,100,HIF1A
3465,MA0147.3,13,-0.340281116806625,-0.276774906386917,199302,0.427319897084048,0.0627408816602607,0.127291596445337,100,100,MYC
3466,MA0100.3,13,-0.299851058591122,-0.260593268954399,207309,0.44448756432247,0.155192637078445,0.260575435731182,100,100,MYB
3467,MA0104.4,13,-0.273870915735282,-0.200530063898859,208459,0.446953259005146,0.174371565089872,0.282294630951123,100,100,MYCN
3468,MA1109.1,13,-0.298324471340229,-0.211332577734316,206535,0.442828044596912,0.143215578511385,0.24634636195029,100,100,NEUROD1
3469,MA0161.2,13,0.214497123786757,0.275907444309259,267603,0.573762864493997,0.0589255248108529,0.121103432484642,100,100,NFIC
3470,MA0060.3,13,-0.29663019839606,-0.363507370612194,191660,0.410934819897084,0.022573280072537,0.0590821183542591,100,100,NFYA
3471,MA1110.1,13,0.161935449665355,0.233694604288239,261163,0.559954974271012,0.124738888581764,0.222421736541568,100,100,NR1H4
3472,MA1111.1,13,-0.325190708172341,-0.23079965826905,207525,0.444950686106346,0.158667174255147,0.262235825857724,100,100,NR2F2
3473,MA0014.3,13,-0.560718135112181,-0.493634862225146,168984,0.362315608919383,0.000422641450050696,0.00226722066001771,100,100,PAX5
3474,MA1114.1,13,-0.0457686784026325,0.021778038821821,237369,0.508938679245283,0.818980163328588,0.886095519124196,100,100,PBX3
3475,MA1115.1,13,-0.299880571060626,-0.188597750060786,215166,0.461333619210978,0.322141830997454,0.456757634344772,100,100,POU5F1
3476,MA1116.1,13,-0.325408843024322,-0.284173956443546,195485,0.419135934819897,0.0383978449162924,0.0868065565429038,100,100,RBPJ
3477,MA1117.1,13,-0.605422228319633,-0.474654660326136,192176,0.412041166380789,0.0243063915673715,0.0615437834485846,100,100,RELB
3478,MA1118.1,13,-0.334768758437998,-0.279542380782952,191528,0.41065180102916,0.022147566697362,0.0586586180729294,100,100,SIX1
3479,MA1119.1,13,-0.230849414979756,-0.159227214106527,207414,0.44471269296741,0.156874363732848,0.260633785414416,100,100,SIX2
3480,MA0442.2,13,-0.51462872008738,-0.507855678359705,165494,0.354832761578045,0.000201496394829753,0.0012147354088308,100,100,SOX10
3481,MA1120.1,13,-0.150027970731605,-0.120145742718529,212995,0.456678816466552,0.267319243035046,0.402888287717105,100,100,SOX13
3482,MA1121.1,13,-0.326053801041969,-0.302112141422982,208362,0.446745283018868,0.172688512397039,0.280286739352116,100,100,TEAD2
3483,MA1122.1,13,-0.615878684042983,-0.587003065991748,137732,0.295308747855918,1.59442140230802e-07,2.5878685837461e-06,100,100,TFDP1
3484,MA0750.2,13,-0.209706411665231,-0.207313076996773,200771,0.430469554030875,0.0750149306697813,0.147467239484384,100,100,ZBTB7A
3485,MA0103.3,13,-0.223188885234305,-0.181751854236559,205639,0.440906946826758,0.130251065410479,0.229662742074744,100,100,ZEB1
3486,MA1124.1,13,-0.138038093668164,-0.0815789393654875,220647,0.473085334476844,0.490728260324357,0.615500652369856,100,100,ZNF24
3487,MA1125.1,13,-0.455352570721583,-0.412650959941477,155936,0.334339622641509,2.21653775168311e-05,0.000187075786242055,100,100,ZNF384
3488,MA1154.1,13,-0.262163850772646,-0.200840503776863,210198,0.450681818181818,0.206655070996474,0.328675024976804,100,100,ZNF282
3489,MA1155.1,13,-0.272401141228026,-0.235134586540713,202918,0.435072898799314,0.096412656005319,0.181634557295735,100,100,ZSCAN4
3490,MA0037.3,13,-0.102515989183948,-0.0991210993738759,223471,0.479140222984563,0.593266007578822,0.713949396953221,100,100,GATA3
3491,MA0099.3,13,1.48176738510306,1.70401666479319,326314,0.699644082332762,3.18647533628251e-07,4.29157210184432e-06,100,100,FOS::JUN
3492,MA1126.1,13,-0.248940283201331,-0.208630172751457,214047,0.458934391080618,0.293028628263114,0.431365399280352,100,100,FOS::JUN(var.2)
3493,MA1127.1,13,-0.548481241745948,-0.545742436222843,173046,0.37102487135506,0.000958213089000982,0.00439528177780885,100,100,FOSB::JUN
3494,MA1128.1,13,1.4596234913808,1.70331967170082,324273,0.695268010291595,5.73255116242374e-07,6.97827862656582e-06,100,100,FOSL1::JUN
3495,MA1129.1,13,-0.441005504779465,-0.424672251527661,191863,0.411370068610635,0.0232418533371028,0.0595631302120893,100,100,FOSL1::JUN(var.2)
3496,MA1130.1,13,1.44505876537684,1.6776204372777,324276,0.695274442538593,5.72765618733e-07,6.97827862656582e-06,100,100,FOSL2::JUN
3497,MA1131.1,13,-0.197253365452159,-0.185234307485863,220611,0.473008147512865,0.48948546058451,0.615500652369856,100,100,FOSL2::JUN(var.2)
3498,MA1132.1,13,1.24872296718695,1.42468619572863,321963,0.690315180102916,1.09808459647476e-06,1.17811449079411e-05,100,100,JUN::JUNB
3499,MA1133.1,13,-0.517943585700966,-0.507912722482108,174881,0.374959262435678,0.00136584737786735,0.00588150605571452,100,100,JUN::JUNB(var.2)
3500,MA1134.1,13,1.54321087524158,1.76499062305275,327350,0.701865351629503,2.35415326871414e-07,3.38677049794556e-06,100,100,FOS::JUNB
3501,MA1135.1,13,1.68128845279759,1.90914293555049,334185,0.716520154373928,2.95301585407283e-08,6.67592512724322e-07,100,100,FOSB::JUNB
3502,MA1136.1,13,-0.511957206849333,-0.499776296295973,182315,0.390898370497427,0.00521192721819774,0.0185345501635909,100,100,FOSB::JUNB(var.2)
3503,MA1137.1,13,1.51415754623022,1.73317772164863,326808,0.700703259005146,2.7592318438881e-07,3.79694295039384e-06,100,100,FOSL1::JUNB
3504,MA1138.1,13,1.57249084153944,1.79790108997002,328331,0.703968696397942,1.76231606579855e-07,2.72084407231825e-06,100,100,FOSL2::JUNB
3505,MA1139.1,13,-0.401870602627975,-0.395676066180597,191606,0.410819039451115,0.0223982724952094,0.0590754437061147,100,100,FOSL2::JUNB(var.2)
3506,MA1141.1,13,1.588506395522,1.81624704962882,330236,0.708053173241852,9.96320240151629e-08,1.80191632004566e-06,100,100,FOS::JUND
